Result Number,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
1309,LC08_L2SP_205019_20200529_20200820_02_T1,LC08_L1TP_205019_20200529_20200820_02_T1,LC82050192020150LGN00,2020/05/29,T1,2, 205, 019, 205, 019,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-29 11:14:19.645993,2020-05-29 11:14:51.415992,LGN,DAY,   0.96,   4.27,256,5,    6.252,    4.422,    4.420,LPGS_15.3.1c,51.90721736,160.63977608,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,58°42'14.87"N,1°59'37.97"W,59°47'32.06"N,4°06'55.30"W,59°45'30.17"N,0°11'05.96"E,57°36'17.42"N,4°02'51.25"W,57°34'25.50"N,0°00'29.81"W, 58.70413,  -1.99388, 59.79224,  -4.11536, 59.75838,   0.18499, 57.60484,  -4.04757, 57.57375,  -0.00828,LC08_L2SP_205019_20200529_20200820_02_T1,LC82050192020150LGN00
1310,LC08_L2SP_205020_20200529_20200820_02_T1,LC08_L1TP_205020_20200529_20200820_02_T1,LC82050202020150LGN00,2020/05/29,T1,2, 205, 020, 205, 020,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-29 11:14:43.532796,2020-05-29 11:15:15.302795,LGN,DAY,  13.02,   7.98,789,5,    6.717,    4.477,    5.007,LPGS_15.3.1c,53.08122918,158.91263410,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,57°18'35.03"N,2°49'40.84"W,58°23'14.75"N,4°53'30.26"W,58°22'54.26"N,0°45'22.28"W,56°11'41.60"N,4°46'56.78"W,56°11'22.78"N,0°53'08.88"W, 57.30973,  -2.82801, 58.38743,  -4.89174, 58.38174,  -0.75619, 56.19489,  -4.78244, 56.18966,  -0.88580,LC08_L2SP_205020_20200529_20200820_02_T1,LC82050202020150LGN00
1311,LC08_L2SP_205021_20200529_20200820_02_T1,LC08_L1TP_205021_20200529_20200820_02_T1,LC82050212020150LGN00,2020/05/29,T1,2, 205, 021, 205, 021,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-29 11:15:07.419599,2020-05-29 11:15:39.189599,LGN,DAY,   7.27,   6.83,1241,5,    6.848,    4.530,    5.135,LPGS_15.3.1c,54.23842539,157.16025427,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'39.56"N,3°36'30.60"W,56°58'41.16"N,5°37'10.20"W,56°59'53.09"N,1°38'07.30"W,54°47'00.24"N,5°28'32.38"W,54°48'06.52"N,1°42'37.30"W, 55.91099,  -3.60850, 56.97810,  -5.61950, 56.99808,  -1.63536, 54.78340,  -5.47566, 54.80181,  -1.71036,LC08_L2SP_205021_20200529_20200820_02_T1,LC82050212020150LGN00
1312,LC08_L2SP_205022_20200529_20200820_02_T1,LC08_L1TP_205022_20200529_20200820_02_T1,LC82050222020150LGN00,2020/05/29,T1,2, 205, 022, 205, 022,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-29 11:15:31.306403,2020-05-29 11:16:03.076402,LGN,DAY,   4.88,   6.70,639,5,    6.849,    4.638,    5.040,LPGS_15.3.1c,55.37704595,155.36969384,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,54°30'30.06"N,4°20'30.23"W,55°34'03.29"N,6°18'02.02"W,55°36'38.99"N,2°27'36.94"W,53°22'15.49"N,6°07'41.45"W,53°24'39.13"N,2°29'18.60"W, 54.50835,  -4.34173, 55.56758,  -6.30056, 55.61083,  -2.46026, 53.37097,  -6.12818, 53.41087,  -2.48850,LC08_L2SP_205022_20200529_20200820_02_T1,LC82050222020150LGN00
1313,LC08_L2SP_205023_20200529_20200820_02_T1,LC08_L1TP_205023_20200529_20200820_02_T1,LC82050232020150LGN00,2020/05/29,T1,2, 205, 023, 205, 023,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-29 11:15:55.184734,2020-05-29 11:16:26.954733,LGN,DAY,   5.58,   1.84,488,5,    7.532,    5.497,    5.149,LPGS_15.3.1c,56.49472083,153.52926015,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'09.72"N,5°01'58.01"W,54°09'12.78"N,6°56'43.30"W,54°13'04.76"N,3°13'42.60"W,51°57'18.83"N,6°44'57.26"W,52°00'53.06"N,3°13'01.60"W, 53.10270,  -5.03278, 54.15355,  -6.94536, 54.21799,  -3.22850, 51.95523,  -6.74924, 52.01474,  -3.21711,LC08_L2SP_205023_20200529_20200820_02_T1,LC82050232020150LGN00
1314,LC08_L2SP_205024_20200529_20200820_02_T1,LC08_L1TP_205024_20200529_20200820_02_T1,LC82050242020150LGN00,2020/05/29,T1,2, 205, 024, 205, 024,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-29 11:16:19.071538,2020-05-29 11:16:50.841537,LGN,DAY,   0.64,   2.61,345,5,    7.643,    5.494,    5.314,LPGS_15.3.1c,57.59004689,151.62559902,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'36.24"N,5°41'12.08"W,52°44'12.30"N,7°32'58.92"W,52°49'12.79"N,3°57'20.38"W,50°32'12.70"N,7°20'03.59"W,50°36'50.51"N,3°54'36.90"W, 51.69340,  -5.68669, 52.73675,  -7.54970, 52.82022,  -3.95566, 50.53686,  -7.33433, 50.61403,  -3.91025,LC08_L2SP_205024_20200529_20200820_02_T1,LC82050242020150LGN00
1315,LC08_L2SP_205025_20200529_20200820_02_T1,LC08_L1TP_205025_20200529_20200820_02_T1,LC82050252020150LGN00,2020/05/29,T1,2, 205, 025, 205, 025,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-29 11:16:42.958341,2020-05-29 11:17:14.72834,LGN,DAY,   0.31,  15.38,44,5,    8.463,    6.076,    5.891,LPGS_15.3.1c,58.66010818,149.64718750,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,50°16'52.54"N,6°18'26.21"W,51°21'35.35"N,7°54'45.86"W,51°16'54.16"N,4°35'19.07"W,49°14'41.60"N,7°57'35.71"W,49°10'20.60"N,4°46'45.77"W, 50.28126,  -6.30728, 51.35982,  -7.91274, 51.28171,  -4.58863, 49.24489,  -7.95992, 49.17239,  -4.77938,LC08_L2SP_205025_20200529_20200820_02_T1,LC82050252020150LGN00
1316,LC08_L2SP_203021_20200531_20200820_02_T1,LC08_L1TP_203021_20200531_20200820_02_T1,LC82030212020152LGN00,2020/05/31,T1,2, 203, 021, 203, 021,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-31 11:02:47.194435,2020-05-31 11:03:18.964434,LGN,DAY,   0.35,   0.14,315,5,    7.367,    4.660,    5.706,LPGS_15.3.1c,54.50225077,156.94177817,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'40.46"N,0°31'09.62"W,57°00'04.82"N,2°23'27.24"W,56°55'20.06"N,1°29'17.27"E,54°51'30.67"N,2°25'25"W,54°47'07.80"N,1°14'52.69"E, 55.91124,  -0.51934, 57.00134,  -2.39090, 56.92224,   1.48813, 54.85852,  -2.42361, 54.78550,   1.24797,LC08_L2SP_203021_20200531_20200820_02_T1,LC82030212020152LGN00
1317,LC08_L2SP_203022_20200531_20200820_02_T1,LC08_L1TP_203022_20200531_20200820_02_T1,LC82030222020152LGN00,2020/05/31,T1,2, 203, 022, 203, 022,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-31 11:03:11.085474,2020-05-31 11:03:42.855473,LGN,DAY,   0.33,   0.23,893,5,    6.742,    4.615,    4.915,LPGS_15.3.1c,55.63745617,155.13195542,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,54°30'30.17"N,1°15'09.83"W,55°35'25.55"N,3°05'02.72"W,55°32'08.52"N,0°39'45.22"E,53°26'29.76"N,3°04'47.24"W,53°23'27.71"N,0°28'32.41"E, 54.50838,  -1.25273, 55.59043,  -3.08409, 55.53570,   0.66256, 53.44160,  -3.07979, 53.39103,   0.47567,LC08_L2SP_203022_20200531_20200820_02_T1,LC82030222020152LGN00
1318,LC08_L2SP_203023_20200531_20200820_02_T1,LC08_L1TP_203023_20200531_20200820_02_T1,LC82030232020152LGN00,2020/05/31,T1,2, 203, 023, 203, 023,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-31 11:03:34.968042,2020-05-31 11:04:06.738041,LGN,DAY,   0.48,   0.47,871,5,    6.148,    4.318,    4.376,LPGS_15.3.1c,56.75134346,153.27060954,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'08.86"N,1°56'38.08"W,54°10'31.91"N,3°44'01.82"W,54°08'34.62"N,0°06'17.46"W,52°01'25.18"N,3°41'53.20"W,51°59'36.67"N,0°14'44.20"W, 53.10246,  -1.94391, 54.17553,  -3.73384, 54.14295,  -0.10485, 52.02366,  -3.69811, 51.99352,  -0.24561,LC08_L2SP_203023_20200531_20200820_02_T1,LC82030232020152LGN00
1319,LC08_L2SP_203024_20200531_20200820_02_T1,LC08_L1TP_203024_20200531_20200820_02_T1,LC82030242020152LGN00,2020/05/31,T1,2, 203, 024, 203, 024,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-31 11:03:58.850609,2020-05-31 11:04:30.620608,LGN,DAY,   3.44,   3.26,822,5,    6.766,    4.651,    4.914,LPGS_15.3.1c,57.84199881,151.34490732,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'36.24"N,2°35'51.79"W,52°45'35.28"N,4°20'44.05"W,52°44'51.58"N,0°50'02.29"W,50°36'08.71"N,4°16'59.12"W,50°35'28.21"N,0°56'04.16"W, 51.69340,  -2.59772, 52.75980,  -4.34557, 52.74766,  -0.83397, 50.60242,  -4.28309, 50.59117,  -0.93449,LC08_L2SP_203024_20200531_20200820_02_T1,LC82030242020152LGN00
1320,LC08_L2SP_203025_20200531_20200820_02_T1,LC08_L1TP_203025_20200531_20200820_02_T1,LC82030252020152LGN00,2020/05/31,T1,2, 203, 025, 203, 025,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-31 11:04:22.741648,2020-05-31 11:04:54.511647,LGN,DAY,   2.82,   1.18,625,5,    6.740,    4.485,    5.032,LPGS_15.3.1c,58.90721500,149.34181659,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.64"N,3°13'06.49"W,51°20'27.24"N,4°55'41.45"W,51°20'50.75"N,1°31'15.67"W,49°10'51.20"N,4°50'34.33"W,49°11'13.02"N,1°35'11.29"W, 50.28101,  -3.21847, 51.34090,  -4.92818, 51.34743,  -1.52102, 49.18089,  -4.84287, 49.18695,  -1.58647,LC08_L2SP_203025_20200531_20200820_02_T1,LC82030252020152LGN00
1321,LC08_L2SP_203026_20200531_20200820_02_T1,LC08_L1TP_203026_20200531_20200820_02_T1,LC82030262020152LGN00,2020/05/31,T1,2, 203, 026, 203, 026,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-31 11:04:46.624216,2020-05-31 11:05:18.394215,LGN,DAY,   0.11,   0.54,825,5,    7.329,    4.950,    5.404,LPGS_15.3.1c,59.94356580,147.25090092,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'59.18"N,3°48'32.40"W,49°55'09.16"N,5°28'51.89"W,49°56'34.08"N,2°10'14.70"W,47°45'24.30"N,5°22'35.26"W,47°46'43"N,2°12'20.70"W, 48.86644,  -3.80900, 49.91921,  -5.48108, 49.94280,  -2.17075, 47.75675,  -5.37646, 47.77861,  -2.20575,LC08_L2SP_203026_20200531_20200820_02_T1,LC82030262020152LGN00
1322,LC08_L2SP_201025_20200602_20200824_02_T1,LC08_L1TP_201025_20200602_20200824_02_T1,LC82010252020154LGN00,2020/06/02,T1,2, 201, 025, 201, 025,NADIR,   0.000,2020/08/24,2020/08/24,2020-06-02 10:52:02.503889,2020-06-02 10:52:34.273888,LGN,DAY,   2.20,   2.65,520,5,    6.880,    4.750,    4.978,LPGS_15.3.1c,59.12765509,149.03972448,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.60"N,0°07'46.42"W,51°21'38.34"N,1°43'38.75"W,51°16'38.86"N,1°35'30.23"E,49°14'54.78"N,1°46'57.29"W,49°10'16.79"N,1°23'36.49"E, 50.28100,  -0.12956, 51.36065,  -1.72743, 51.27746,   1.59173, 49.24855,  -1.78258, 49.17133,   1.39347,LC08_L2SP_201025_20200602_20200824_02_T1,LC82010252020154LGN00
1323,LC08_L2SP_202022_20200609_20200825_02_T1,LC08_L1TP_202022_20200609_20200825_02_T1,LC82020222020161LGN00,2020/06/09,T1,2, 202, 022, 202, 022,NADIR,   0.000,2020/08/25,2020/08/25,2020-06-09 10:57:06.217458,2020-06-09 10:57:37.987457,LGN,DAY,  57.24,  14.88,27,5,    6.971,    5.166,    4.681,LPGS_15.3.1c,56.48087530,154.06242386,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,54°30'30.02"N,0°17'04.67"E,55°33'10.73"N,1°43'55.24"W,55°38'29.08"N,2°08'54.38"E,53°20'18.64"N,1°28'58.26"W,53°25'12.11"N,2°11'36.46"E, 54.50834,   0.28463, 55.55298,  -1.73201, 55.64141,   2.14844, 53.33851,  -1.48285, 53.42003,   2.19346,LC08_L2SP_202022_20200609_20200825_02_T1,LC82020222020161LGN00
1324,LC08_L2SP_199023_20200620_20200823_02_T1,LC08_L1TP_199023_20200620_20200823_02_T1,LC81990232020172LGN00,2020/06/20,T1,2, 199, 023, 199, 023,NADIR,   0.000,2020/08/23,2020/08/23,2020-06-20 10:39:03.96193,2020-06-20 10:39:35.73193,LGN,DAY,  12.92,   2.37,71,5,    6.685,    4.498,    4.945,LPGS_15.3.1c,57.84354366,150.94552293,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,53°06'09.07"N,4°13'29.24"E,54°10'35.36"N,2°26'43.40"E,54°08'19.50"N,6°03'53.42"E,52°01'38.10"N,2°28'20.53"E,51°59'32.35"N,5°54'57.67"E, 53.10252,   4.22479, 54.17649,   2.44539, 54.13875,   6.06484, 52.02725,   2.47237, 51.99232,   5.91602,LC08_L2SP_199023_20200620_20200823_02_T1,LC81990232020172LGN00
1325,LC08_L2SP_204025_20200623_20200824_02_T1,LC08_L1TP_204025_20200623_20200824_02_T1,LC82040252020175LGN00,2020/06/23,T1,2, 204, 025, 204, 025,NADIR,   0.000,2020/08/24,2020/08/24,2020-06-23 11:10:47.339616,2020-06-23 11:11:19.109616,LGN,DAY,   0.32,   0.88,474,5,    7.184,    4.690,    5.442,LPGS_15.3.1c,59.83799441,146.48370507,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.10"N,4°46'34.82"W,51°19'48.50"N,6°32'34.37"W,51°23'01.36"N,3°05'36.28"W,49°08'55.21"N,6°23'04.56"W,49°11'53.74"N,3°05'21.19"W, 50.28086,  -4.77634, 51.33014,  -6.54288, 51.38371,  -3.09341, 49.14867,  -6.38460, 49.19826,  -3.08922,LC08_L2SP_204025_20200623_20200824_02_T1,LC82040252020175LGN00
1326,LC08_L2SP_204026_20200623_20200823_02_T1,LC08_L1TP_204026_20200623_20200823_02_T1,LC82040262020175LGN00,2020/06/23,T1,2, 204, 026, 204, 026,NADIR,   0.000,2020/08/23,2020/08/23,2020-06-23 11:11:11.222184,2020-06-23 11:11:42.992183,LGN,DAY,   4.13,   0.80,304,5,    6.096,    4.614,    3.984,LPGS_15.3.1c,60.82108108,144.23841218,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.39"N,5°22'00.62"W,49°54'30.74"N,7°05'37.46"W,49°58'42.35"N,3°44'51.25"W,47°43'30.65"N,6°55'09.98"W,47°47'23.75"N,3°42'56.30"W, 48.86622,  -5.36684, 49.90854,  -7.09374, 49.97843,  -3.74757, 47.72518,  -6.91944, 47.78993,  -3.71564,LC08_L2SP_204026_20200623_20200823_02_T1,LC82040262020175LGN00
1327,LC08_L2SP_202019_20200625_20200824_02_T2,LC08_L1GT_202019_20200625_20200824_02_T2,LC82020192020177LGN00,2020/06/25,T2,2, 202, 019, 202, 019,NADIR,   0.000,2020/08/24,2020/08/24,2020-06-25 10:56:03.395842,2020-06-25 10:56:35.165842,LGN,DAY,  -1.00,   0.00,-1,5,,,,LPGS_15.3.1c,53.28318629,158.21819604,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,58°42'14.15"N,2°37'33.38"E,59°46'48.61"N,0°26'31.27"E,59°47'34.48"N,4°47'13.92"E,57°34'12.68"N,0°35'56.40"E,57°34'54.73"N,4°40'38.82"E, 58.70393,   2.62594, 59.78017,   0.44202, 59.79291,   4.78720, 57.57019,   0.59900, 57.58187,   4.67745,LC08_L2SP_202019_20200625_20200824_02_T2,LC82020192020177LGN00
1328,LC08_L2SP_202020_20200625_20200823_02_T2,LC08_L1GT_202020_20200625_20200823_02_T2,LC82020202020177LGN00,2020/06/25,T2,2, 202, 020, 202, 020,NADIR,   0.000,2020/08/23,2020/08/23,2020-06-25 10:56:27.274174,2020-06-25 10:56:59.044173,LGN,DAY,  -1.00,   0.00,-1,5,,,,LPGS_15.3.1c,54.41903072,156.36731623,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,57°18'35.78"N,1°47'31.74"E,58°22'27.08"N,0°19'58.66"W,58°24'53.21"N,3°50'37.82"E,56°09'44.93"N,0°08'19.61"W,56°11'59.24"N,3°47'40.52"E, 57.30994,   1.79215, 58.37419,  -0.33296, 58.41478,   3.84384, 56.16248,  -0.13878, 56.19979,   3.79459,LC08_L2SP_202020_20200625_20200823_02_T2,LC82020202020177LGN00
1329,LC08_L2SP_202021_20200625_20200824_02_T2,LC08_L1GT_202021_20200625_20200824_02_T2,LC82020212020177LGN00,2020/06/25,T2,2, 202, 021, 202, 021,NADIR,   0.000,2020/08/24,2020/08/24,2020-06-25 10:56:51.160977,2020-06-25 10:57:22.930976,LGN,DAY,  -1.00,   0.00,-1,5,,,,LPGS_15.3.1c,55.53538728,154.48205979,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,55°54'40"N,1°00'41.90"E,56°57'59.62"N,1°03'37.55"W,57°01'56.86"N,2°57'43.60"E,54°45'12.20"N,0°50'08.23"W,54°48'50.58"N,2°57'51.16"E, 55.91111,   1.01164, 56.96656,  -1.06043, 57.03246,   2.96211, 54.75339,  -0.83562, 54.81405,   2.96421,LC08_L2SP_202021_20200625_20200824_02_T2,LC82020212020177LGN00
1330,LC08_L2SP_202022_20200625_20200823_02_T1,LC08_L1TP_202022_20200625_20200823_02_T1,LC82020222020177LGN00,2020/06/25,T1,2, 202, 022, 202, 022,NADIR,   0.000,2020/08/23,2020/08/23,2020-06-25 10:57:15.047781,2020-06-25 10:57:46.81778,LGN,DAY,   0.03,   0.01,168,5,    7.057,    5.041,    4.939,LPGS_15.3.1c,56.62983987,152.55000195,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,54°30'30.10"N,0°16'42.78"E,55°33'10.04"N,1°44'12.30"W,55°38'28.97"N,2°08'37.21"E,53°20'18.02"N,1°29'14.42"W,53°25'12"N,2°11'20.22"E, 54.50836,   0.27855, 55.55279,  -1.73675, 55.64138,   2.14367, 53.33834,  -1.48734, 53.42000,   2.18895,LC08_L2SP_202022_20200625_20200823_02_T1,LC82020222020177LGN00
1331,LC08_L2SP_202023_20200625_20200823_02_T1,LC08_L1TP_202023_20200625_20200823_02_T1,LC82020232020177LGN00,2020/06/25,T1,2, 202, 023, 202, 023,NADIR,   0.000,2020/08/23,2020/08/23,2020-06-25 10:57:38.926112,2020-06-25 10:58:10.696111,LGN,DAY,   0.08,   0.07,534,5,    6.497,    4.369,    4.809,LPGS_15.3.1c,57.69954608,150.55886912,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'09.65"N,0°24'44.93"W,54°11'07.69"N,2°08'19.64"W,54°06'24.41"N,1°26'07.26"E,52°03'28.58"N,2°10'49.08"W,51°59'06.25"N,1°13'20.46"E, 53.10268,  -0.41248, 54.18547,  -2.13879, 54.10678,   1.43535, 52.05794,  -2.18030, 51.98507,   1.22235,LC08_L2SP_202023_20200625_20200823_02_T1,LC82020232020177LGN00
1332,LC08_L2SP_202024_20200625_20200823_02_T1,LC08_L1TP_202024_20200625_20200823_02_T1,LC82020242020177LGN00,2020/06/25,T1,2, 202, 024, 202, 024,NADIR,   0.000,2020/08/23,2020/08/23,2020-06-25 10:58:02.812915,2020-06-25 10:58:34.582915,LGN,DAY,   0.01,   0.01,912,5,    6.138,    4.206,    4.471,LPGS_15.3.1c,58.74287559,148.49514975,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'35.81"N,1°03'58.79"W,52°46'11.57"N,2°45'14.22"W,52°42'43.42"N,0°42'36.76"E,50°38'20.15"N,2°45'54.90"W,50°35'07.22"N,0°32'25.15"E, 51.69328,  -1.06633, 52.76988,  -2.75395, 52.71206,   0.71021, 50.63893,  -2.76525, 50.58534,   0.54032,LC08_L2SP_202024_20200625_20200823_02_T1,LC82020242020177LGN00
1333,LC08_L2SP_202025_20200625_20200823_02_T1,LC08_L1TP_202025_20200625_20200823_02_T1,LC82020252020177LGN00,2020/06/25,T1,2, 202, 025, 202, 025,NADIR,   0.000,2020/08/23,2020/08/23,2020-06-25 10:58:26.699719,2020-06-25 10:58:58.469718,LGN,DAY,   0.07,   0.03,581,5,    6.907,    4.590,    5.162,LPGS_15.3.1c,59.75646002,146.34735359,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.74"N,1°41'12.70"W,51°21'03.17"N,3°20'20"W,51°18'44.42"N,0°01'24.13"E,49°12'50.51"N,3°19'26.58"W,49°10'41.84"N,0°06'31.72"W, 50.28104,  -1.68686, 51.35088,  -3.33889, 51.31234,   0.02337, 49.21403,  -3.32405, 49.17829,  -0.10881,LC08_L2SP_202025_20200625_20200823_02_T1,LC82020252020177LGN00
1334,LC08_L2SP_202026_20200625_20200823_02_T1,LC08_L1TP_202026_20200625_20200823_02_T1,LC82020262020177LGN00,2020/06/25,T1,2, 202, 026, 202, 026,NADIR,   0.000,2020/08/23,2020/08/23,2020-06-25 10:58:50.586522,2020-06-25 10:59:22.356521,LGN,DAY,  23.58,  13.30,385,5,    7.313,    4.405,    5.838,LPGS_15.3.1c,60.73721996,144.10390978,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.10"N,2°16'38.75"W,49°55'53.40"N,3°53'50.39"W,49°54'38.63"N,0°37'45.84"W,47°47'29.90"N,3°51'35.53"W,47°46'20.53"N,0°43'41.81"W, 48.86614,  -2.27743, 49.93150,  -3.89733, 49.91073,  -0.62940, 47.79164,  -3.85987, 47.77237,  -0.72828,LC08_L2SP_202026_20200625_20200823_02_T1,LC82020262020177LGN00
1335,LC08_L2SP_202025_20200711_20200912_02_T1,LC08_L1TP_202025_20200711_20200912_02_T1,LC82020252020193LGN00,2020/07/11,T1,2, 202, 025, 202, 025,NADIR,   0.000,2020/09/12,2020/09/12,2020-07-11 10:58:33.509972,2020-07-11 10:59:05.279971,LGN,DAY,  45.13,  15.96,163,5,    7.257,    4.888,    5.364,LPGS_15.3.1,58.26172969,146.24726159,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'52.43"N,1°41'07.01"W,51°21'03.17"N,3°20'20"W,51°18'44.42"N,0°01'24.13"E,49°12'50.51"N,3°19'26.58"W,49°10'41.84"N,0°06'31.72"W, 50.28123,  -1.68528, 51.35088,  -3.33889, 51.31234,   0.02337, 49.21403,  -3.32405, 49.17829,  -0.10881,LC08_L2SP_202025_20200711_20200912_02_T1,LC82020252020193LGN00
1336,LC08_L2SP_202026_20200711_20200912_02_T1,LC08_L1TP_202026_20200711_20200912_02_T1,LC82020262020193LGN00,2020/07/11,T1,2, 202, 026, 202, 026,NADIR,   0.000,2020/09/12,2020/09/12,2020-07-11 10:58:57.396775,2020-07-11 10:59:29.166774,LGN,DAY,  13.38,   7.96,358,5,    7.345,    4.681,    5.660,LPGS_15.3.1,59.24166790,144.11085131,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.46"N,2°16'32.92"W,49°55'53.40"N,3°53'50.39"W,49°54'38.34"N,0°37'30.83"W,47°47'29.90"N,3°51'35.53"W,47°46'20.24"N,0°43'27.41"W, 48.86624,  -2.27581, 49.93150,  -3.89733, 49.91065,  -0.62523, 47.79164,  -3.85987, 47.77229,  -0.72428,LC08_L2SP_202026_20200711_20200912_02_T1,LC82020262020193LGN00
1337,LC08_L2SP_200025_20200713_20200912_02_T1,LC08_L1TP_200025_20200713_20200912_02_T1,LC82000252020195LGN00,2020/07/13,T1,2, 200, 025, 200, 025,NADIR,   0.000,2020/09/12,2020/09/12,2020-07-13 10:46:12.611741,2020-07-13 10:46:44.38174,LGN,DAY,   3.44,   5.47,370,5,    7.224,    4.827,    5.374,LPGS_15.3.1,57.97808667,146.36171387,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,50°16'51.06"N,1°24'19.30"E,51°19'49.19"N,0°21'12.10"W,51°22'41.95"N,3°05'15.54"E,49°09'04.10"N,0°12'13.36"W,49°11'44.05"N,3°05'01.43"E, 50.28085,   1.40536, 51.33033,  -0.35336, 51.37832,   3.08765, 49.15114,  -0.20371, 49.19557,   3.08373,LC08_L2SP_200025_20200713_20200912_02_T1,LC82000252020195LGN00
